Date,DiskWritesPersec,DiskReadsPersec
2019-10-04 10:13:00,8.346614160438575,0.0
2019-10-04 10:14:00,8.817334502118094,0.0
2019-10-04 10:15:00,7.779003402796728,0.0
2019-10-04 10:16:00,7.886775539661001,0.0
2019-10-04 10:17:00,8.121817591800054,0.006944217472784218
2019-10-04 10:18:00,7.430936414721177,0.009721904461897905
2019-10-04 10:19:00,7.652832447454852,0.0
2019-10-04 10:20:00,7.90543338464152,0.0
2019-10-04 10:21:00,7.522683952673728,0.0
2019-10-04 10:22:00,7.3307419772281355,0.0
2019-10-04 10:23:00,7.436784618648343,0.0
2019-10-04 10:24:00,7.643743005176449,0.0
2019-10-04 10:25:00,8.160786811833269,0.0
2019-10-04 10:26:00,8.644030723117313,0.0
2019-10-04 10:27:00,7.734579058952758,0.0
2019-10-04 10:28:00,7.237449116307881,0.0
2019-10-04 10:29:00,7.394747476041441,0.0
2019-10-04 10:30:00,7.3752106148181,0.0
2019-10-04 10:31:00,8.227400473552136,0.0
2019-10-04 10:32:00,8.168675811880439,0.0
2019-10-04 10:33:00,8.00118922003958,0.0
2019-10-04 10:34:00,8.334973211238104,0.0
2019-10-04 10:35:00,7.356669685692111,0.0
2019-10-04 10:36:00,7.525468392866367,0.0
2019-10-04 10:37:00,8.090853878642603,0.0
2019-10-04 10:38:00,8.681489474429002,0.0
2019-10-04 10:39:00,8.39099248538266,0.0
2019-10-04 10:40:00,8.993853995548731,0.0069447316533314445
2019-10-04 10:41:00,9.466195427502736,0.009722624314664023
2019-10-04 10:42:00,7.968558380722785,0.0
2019-10-04 10:43:00,7.263361693611855,0.0
2019-10-04 10:44:00,7.468301347151165,0.0
2019-10-04 10:45:00,7.844614260366494,0.0
2019-10-04 10:46:00,8.487001224178353,0.0
2019-10-04 10:47:00,8.141495252364756,0.0
2019-10-04 10:48:00,7.499334472874121,0.0
2019-10-04 10:49:00,7.9718275286852,0.0
2019-10-04 10:50:00,8.345579680595186,0.0
2019-10-04 10:51:00,7.519289765640844,0.0
2019-10-04 10:52:00,7.348606233966231,0.0
2019-10-04 10:53:00,7.5505996582455905,0.0
2019-10-04 10:54:00,7.8649494088519445,0.006944910151113045
2019-10-04 10:55:00,7.684952786530526,0.009722874211558263
2019-10-04 10:56:00,8.902541021564609,0.0
2019-10-04 10:57:00,9.42241101529069,0.0
2019-10-04 10:58:00,7.406860635462808,0.0
2019-10-04 10:59:00,7.450665550259443,0.0
2019-10-04 11:00:00,7.493504860784221,0.0
2019-10-04 11:01:00,8.85890279160078,0.0
2019-10-04 11:02:00,9.505222817105786,0.0
2019-10-04 11:03:00,7.521853222909737,0.0
2019-10-04 11:04:00,7.187722892220939,0.006943458454049285
2019-10-04 11:05:00,7.162009210416754,0.009720841835668998
2019-10-04 11:06:00,7.340259275259009,0.0
2019-10-04 11:07:00,7.362542230095695,0.0
2019-10-04 11:08:00,7.488031937575277,0.0
2019-10-04 11:09:00,8.061445225691372,0.0
2019-10-04 11:10:00,9.805759592860129,0.0
2019-10-04 11:11:00,10.269353999729246,0.0
2019-10-04 11:12:00,27.617078028894266,0.006944648242139923
2019-10-04 11:13:00,36.92280087101253,0.11388131828643301
2019-10-04 11:14:00,9.871922824893261,0.14582233504641195
2019-10-04 11:15:00,7.569588773569941,0.0
2019-10-04 11:16:00,8.062676891214643,0.0
2019-10-04 11:17:00,8.304306603719535,0.0
2019-10-04 11:18:00,7.636951642637856,0.0
2019-10-04 11:19:00,7.219711004678819,0.0
2019-10-04 11:20:00,7.17350265738698,0.0
2019-10-04 11:21:00,7.917851826737721,0.0
2019-10-04 11:22:00,8.17240741520133,0.0
2019-10-04 11:23:00,7.5386012468954355,0.0
2019-10-04 11:24:00,7.739187970531108,0.0
2019-10-04 11:25:00,8.187356849409422,0.0
2019-10-04 11:26:00,8.470787687374303,0.04166502571853381
2019-10-04 11:27:00,7.523613153468147,0.06527588810719055
2019-10-04 11:28:00,7.397737544352108,0.009722792941740497
2019-10-04 11:29:00,7.533824625323353,0.0
2019-10-04 11:30:00,7.5329632870411105,0.0
2019-10-04 11:31:00,7.9287077077297985,0.0
2019-10-04 11:32:00,8.039497525146027,0.0
2019-10-04 11:33:00,7.347589235752853,0.0
2019-10-04 11:34:00,7.312347394915757,0.01388762749220445
2019-10-04 11:35:00,7.309553852370229,0.019442678489086228
2019-10-04 11:36:00,7.385083100373882,0.0
